track_id,track_name,duration_ms_x,artist_name,album_name,preview_url,external_urls,uri_x,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri_y,track_href,analysis_url,duration_ms_y,time_signature
0tgVpDi06FyKpA1z0VMD4v,Perfect,263400,Ed Sheeran,÷ (Deluxe),https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=15cfb6f786d340bba6b1d3d06f34f9f2,{'spotify': 'https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v'},spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3
